content,polarity
Loved this app until I updated updated it. Gibberish on every day now. It is terrible. Like this on my phone and tablet!!!!! How do I fix. I depend on this planner!!!!!!!!!!!!!!!,0
I dont understand how it works. Not very clear on how to use it. And it comstantly showed notifications for anything i made a note of,0
Hate,0
"I've used this app for years and have loved it up until now. Now I get full page ads that sit there for 5 seconds and disrupt what I'm doing. I don't mind a full page ad that I can back out of or scrolling ads at the bottom, but to force me to watch a 5 second ad is not reasonable. Seems like they're forcing you to pay up or move on to another app. If this continues I'll find another app.",0
"Worthless, u can add tasks and things to do in the future but it won't remind you or allow u to set alarms unless you pay for premium membership... Lame.. #instantdelete",0
"I did the free trial. This planner does NOT have push notifications. You can set up your events and appointments, even make them reoccurring, but Artful Agenda App will NOT remind you or notify you. What good is a digital planner if it does not have push notifications. If I am going to pay for an app, it should at least have most of the features a free app has.",0
Not Making an Account!,0
"complicated , dislike the pro version. microft to -do list is better",0
the app is awesome. but it made my phone drain 30% battery per day in the background which makes it useless,0
Subscription required just to set a reminder.,0
"Widget not working again.. please fix it. it has a bug, i use poco f1, in desktop widget, as soon as i restart my phone, your widget stop responding, just shows an empty list. When we remove it and add it back from widget list. It works for some days,but problem keeps on occuring times and again. Please fix it.",0
"I installed it, used it for 50mins and planted a tree. And the app suddenly crashed and kept crashing on my Vivo Z1 pro, so I had to uninstall. Very bad first impression!",0
MS has screwed up wunderlist the same as to skype.... So clunky and average poorly thought out; should have just changed wunderlists logo and colour scheme. The desktop version is slow (10s) to respond. You can be doing changes on the desktop and it get jammed up with app.,0
always freezing,0
"I spent hours trying to get my Wunderlist info imported to todoist with no success. Looks like it might be a decent app, but guess I'll never know.",0
If u want to study you need to plan DON'T USE APPS,0
Couldn't figure out how to set reminder times won't do anything other then am,0
"it's clear to me that this is the best todo app, and I've used it for a long time, but having reminders be a premium feature is just unreasonable as it's impossible to use a todo app without them. I'll be switching to TickTick.",0
Only 5 items on free version. Would be nice to have that clear so I don't have to waste my time and give out my email.,0
you need to subscrib the app to use it they make alot of thing lock and to unlock it you need to subscrib .,0
"App works pretty well, but if they want me to list out all events and plans in my life, their Privacy Policy needs to get stronger and be better defined. ""We collect your data; here's a vague description of what. We keep it as long as we've decided we need to; and we won't tell you how long that is. We also completely change this policy in a way that we're break the Policy you may have originally agreed to, but it's your responsibility as the user to make sure we don't break our end of the deal. Don't like this? Delete the app"" .. basically the Privacy Policy. Not exactly trust encouraging. Fix this in a privacy friendly way and I'll change my review",0
"hi, i am not able to use the paid version to full. Kindly help me. the help and feedback is not loading itself.",0
"I'm looking for a Wunderlist replacement. This is nice has some folder features that I'm using, but paying that much for the ability to set reminders or adding notes is insane.",0
"No Grocery widget, Ridiculous... The task widget is confusing, I just want to be able to add stuff simply on the fly.",0
Used to be amazing and now ads have completely ruined this app. Thanks for the years and cya,0
"Not a fan of being constantly reminded the moment I begin 2 experience your app that every setting or option is not fully functional or could be better with a subscription Everytime I look @ settings I'm reminded, when I configure the app I'm told about the subscription of $35/year. How bout letting users experience the full benefits of what u have 2 offer for 30 days b4 making us sign a yearly sub instead of 7 day free trial? This is an opportunity 4 u to humble your customer base #SunriseApp",0
"I put a tree and complete it's process. I get a notification that my tree has grown but when I open the app, The tree is withered. This has been continuing since oct2019 I've checked all my settings in phone so don't you ask me to change my permissions. There are bugs from your side. I simply want a app with tree going on sending notification when I open other app. Just give the version of 2018 back. It was best.",0
Migrating to a new phone was completely messed-up. All my tasks were changed to all day tasks and all appointments hours were lost! Unacceptable errors!!! Calendar can not be deleted - error 'check your internet connection' despite of the fact there was a connection. I use PRO version - meaning I bought it.,0
This is a waste app. After few days it started to shiw nothing and it says it takes time to sync with the calender but still after 24 hrs they dont sync. Please dont install this app and then expect to be productive.,0
wouldnt let me make an regular account without linking something to it.,0
"I really did not like the fact that when I set an exact time for stuff, I can not sort to according to that, so If i want to plan my day, 10 am i have to do a, 11 am i have to do b, i can not sort it by time",0
"Lots of emails notifications that you can not stop! Most of the features you need - including seeing a completed task - are all in the pro version (needs payment!) Edit after ""Doist"" reply: I mean the email notifications for the due jobs on the lists. They keep filling my email every day and I could not stop them!",0
"Dear developers, thank you for deleting all my reminders after updating the app! It was not pleasant at all, believe me!",0
Good,0
"Functions fine in general, easy drag to subtasks. Can't adjust the Notifications to not go through ""Do not disturb"" mode (bad if you work off shifts), can't set timing of notifications. In a productivity app, scheduling is important. Reminders require premium, seriously? I'll just install one of the tons of free apps that include it for free rather than pay $3 month. Overall: Average functioning app that requires paid premium for some basic functions.",0
"I had and paid for the premium version back then when it was called ""Habit Bull"" I loved it but since now they changed to ""Habit Tracker"" I no longer have the premium add ons and they expect for me to pay again. No thanks.",0
"Very nice and interesting concept but completely useless because you flipping need wifi to update your checklist?! Furthermore even if my parents didn't control my wifi and I had full access, there should be a way to see all your tasks etc at a glance without having to scroll so much. Also what's the point if you can just go in the settings and set the amount of money you want? And a bunch of my friends joined habitica only to leave because it takes up too much time, and it's not fun enough.",0
"Loses task lists on Premium - Don't upgrade So annoyed. loved and recommended this app til I upgraded 2 weeks ago. Got a new phone & realised tasks weren't backed up to my GMail account (annoying). Copying the lists over wasn't easy either (annoying). Paid for the upgrade, have now lost 3 of my lists...vanished from menu. No reason, not deleted and not in deleted items. Can't find out how to sign out or cancel premium account. Use the basic option and don't change your phone!",0
"At first you will get motivated by seeing this app. Later after paying whenever you choose a tree it crashes down. Moreover even you use some of the other apps(not all) during growing plant, app won't find and still it grows. Lots of flaws and bugs. What is the procedure to get refund????",0
Good but the paid version did not work as I wanted to use it more so I was disappointed,0
Missing the widget for iOS A to-do/reminder app is incomplete without a widget. Otherwise 5 stars.,0
"Every entry gets copied so I end up with 2 of everything, one in the color I designate and the other in the standard color. If I delete 1 I loose both. I used this calendar for years for my business and loved it but the latest update killed it.",0
"While everything else about this app is good, the process of scheduling a task is frustrating. Half of the time, it fails to recognize what I'm trying to set. You should just bring back the old scheduling layout from a few years ago. That was easy.",0
"The latest update is poorly designed for users with lots of tasks, completely changes the old interface, with attending bugs, out of the blue. Biggest fan to dead in the water overnight. Shocker.",0
"This app worked well at first, but it kept altering my entries no matter how many times I changed them. Not sure if it's a problem just with syncing accounts.",0
Chinese,0
"Please update the app, i want to use the app, but After a day ,alarm is not ringing , i think this app have too much bugs and problems",0
"edit : something more important, please don't make the user logged out after using vpn, it's a pain to log in every time this app is great, but please add the copy list feature on android too, and also ""uncheck all"" feature so i can reuse a routine list without uncheking all one by one",0
"Norton Antivirus reported this as a malicious App, and recommended I uninstall. After paying for the pro version I felt it was very lacking. No portrait mode on tablet, no day mode on phone, no way to adjust the length of a meeting beyond that of the default meeting settings.",0
Without syncing to the cloud this todo app is unfortunately worthless. Love it otherwise and would have given it 4 or 5 stars. Please add sync since in my quest to find a good todo app this is the only one I've seen that doesn't sync anywhere between devices.,0
"Only rated 2 stars because of the ability to sync with the calendar apps on the phone and the ability to cross out any tasks once finished. However, the app is fairly simple with tasks laid out like a shopping or to do list with the inability to edit the timings of tasks. I had set an appointment for 1:30 but the app had automatically set it for 10:00 am and not allowing me to edit it. Also, it would have been nice for the tasks to be laid out in calendar format with color-coding options.",0
"App works good. But with the latest update, 25 seconds of ad.. for adding an appointment. Not recommended after the update.",0
"Awful support, unable to move re-occuring tasks before completing previous one, look up the definition of planning again.",0
"You can't set a location by name, only address. Yes I tried setting my location manually, like that would be at all useful. Do you even understand what I'm saying? I CANT TYPE IN LA FITNESS AND GET AN ADDRESS. It will just send me to whichever is closest. Setting my location wouldn't help, it would just send me to the closest one to my manual instead of one that may be further... Worthless.",0
I buy pro version but it features are not given to me,0
"Why this app not giving any notification sound after the set time?? (Everytime After updates) this is not the first time this happen. Need to unistall n insall again for the sound. N after that, all ur progress n track in the past are all lost jz cz u hv to uninstall as there are no more notification sound. (Ps : Phone not in silent!! )",0
"DO NOT PAY FOR UPGRADE!! If you upgrade it just messes the app up. I have to manually change days every morning now. If it weren't for that, it'd be great. Please fix.",0
"dont like the layout, not very user friendly and you can't see your completed tasks unless you pay a monthly fee that is overpriced. don't recommend. there are much better apps that cost much less or are free.",0
The free version is crippled. 3 lists max. Seriously? Just use DTG GTD. To do app with free unlimited nested to-do lists with tags and reminders.,0
"1) create 80 000 events to several exchange calendars ... Story continues: I installed several other calendars. Few of them didn't cause any problem. Google Calendar. Very smooth, no any ANR. Agenda+ no ANR. So - for everything is responsible Nine. Yes sure. The same way is Nine responsible for neverending resizing font of week widget isn't it? Still one thing - making event colour without additional identification to which calendar event belongs it is confusing.",0
Change of days in app is a major problem. I wish it would happen smoothly.,0
Recently a ridiculous amount of advertising has been added to this app & I'm unable to add appointments while I wait for the ad that covers the whole screen to finish. I can no longer use this as its affecting my business. It has been a good calendar for years but i will be deleting it asap. Update - the developer responded & said that an ad appears only every 18 hrs... THIS IS INCORRECT. An ad appears after every diary entry + other times too. I enter multiple entries every day so get many ads.,0
I can't sign in. It was working fine before but now i can't even sign in.,0
"28 Oct 2018: same problem. Repeating tasks do not update and advance to next due date when completed. Checks it as done and then unchecks sometime at night with previous due date. 27 Oct 2018: After hearing back from the author, giving it another shot. Put two repeating tasks on it. See how it goes. 27 Oct 2018: This app didn't work as well for me. It would regularly uncheck tasks I'd completed or check tasks I'd not completed. The repeating task function didn't work well either.",0
"Great concept, but really quite bad execution. With so many bugs even in the new player introduction it feels like an early access, not v2.2 of anything. Surprised to learn that it's been in public release for 4 years now. I would be ashamed to make or spend money from any transaction within this game. I'm not usually this harsh, and I hope none of the devs take this review personally, but get it together. Needs a major QOL & UX overhaul before I would consider the concept v1.0 complete.",0
I mean the app started seeming really nice and has a lot of work put into it but here me out if your looking for a app that is free and dont want to spend $ for daily reminders this is not it but if you dont mind paying like 7 $ this your app and with that 7 dollars you can get cool extra stuff,0
Does this app truly have reminders?? It refused to remind me of my event,0
Reminder is chargeable service . No point,0
Don't offer to send notifications if you won't actually do it. That was the whole reason why I thought this would help me and it didn't. Will be uninstalling.,0
Very buggy first few times that I've used the app. Repeatedly having to close and reopen it for it to properly work.,0
"Needs a VPN if you're in China. Some questionable UI and design choices, though the fundamentals work well for the most part. If you want to do anything remotely interesting then you have to pay, of course. And the subscription fees are absolutely extortionate. One month is the same price as a month of Netflix and a year is £47. A year of MS Office 365 with all of its functionality is £60... Let that sink in. I don't understand why, for relatively little, this app costs so much. Greed, I assume.",0
"I subscribed premium however always have issues with syncing with Todolist servers. So my tasks disappeared, rearranged and completely messy. I spent almost an hour every day to arrange them again but next day they gone again. Please fix this.",0
Widget not loading?!?,0
Way too expensive for the premium features. While I don't mind paying for an app there are many other apps that track to-do items for far less money,0
Very basic calender. Outdated UI . Not possible to integrate with Google task or other task managers. Few functions for collaborative work . MOST DESIRED FEATURE of a calender is a ability to add events and add invites from other apps and emails and thats missing.,0
"latest update has not fixes bugs that occur every day.frustrating to use.sometimes it won't save,will just have a loading loop.Some basic things are not customizable like the calendar starting on Monday or the date format ,doesn't keep track of activity data correctly . Please focus on getting the app to work instead of focusing on superficial appearance! was thinking of paying for a subscription but what's the point if the money will not go towards making the app usable & less temperamental?",0
"yeah, this is not user-friendly. there should be some kind of tutorial, this is not the kind of app you can just jump in and start using, which is what I was hoping for.",0
Not very user friendly. Uninstalled immediately,0
"I love the idea of this app. Unfortunately, it is not super user friendly. I've been using it for over a month and it is not very obvious how to complete quests or anything else. (and yes, I have gone through the FAQs) I finally figured out how to hatch eggs, but that's all. It's a pretty clunky app as a ""game"" but it does a pretty good job of keeping me accountable for things. That's the only reason I haven't deleted it. As a ""Gamify your life"" app, I'm not convinced. Hopefully it improves!",0
24 hour mode is a PRO feature?!,0
Too hard to use. No tutorials make it worse,0
"This app is a pretty good one, but on my Galaxy Note, it stopped allowing me to check off tasks for some reason.  I paid for the pro version before this happened unfortunately.",0
"Great app that now has intrusive full screen ads, ugh",0
Reminders are behind a paywall,0
"Hi Developer. Need to improve note module. It fix only for protrait view, which is when I'm using landscape view (tablet with keyboard), I need to adjust my head or the gadget. TQ",0
Used to be 5 stars. I've used this app for years.... The sudden addition of full page unskipable adds ruined it. It looks like I'm not alone in my disappointment.,0
Too many errors.,0
I AM SPECIFICALLY LOOKING FOR A GAMIFIED PRODUCTIVITY APP. MY REVIEW OF YOURS WHICH IS VERY LACKING: Dark theme is missing! This one appears to be for 5 year olds! Can you make a NON-CHILD app similar to this but for REGULAR PEOPLE not 5 year old RPG gamers? I avoided yours for a long time but still nothing exists yet for adults. I hate RPG (cause I'm not an anti-social loser) but want to gamify my productivity with public leaderboards in an app. Thanks. Looks well made but I don't want it.,0
calendar sync for a productivity app is a pro only feature,0
"it was pretty good on my old phone. then when everything was ported to my new one, the app came, but not the lists I'd made. what's the point of that?! I've deleted it.",0
Doesn't work. Error messages appear everywhere when I open the app.,0
"The idea is wonderful. But a lot of tedious mistakes spoil the whole impression. For example, information is slowly updated even within the application, often clicking on a menu item is ignored. If you create a task without a title, but with a list, it will become closed for editing, just delete. Not all things are obvious. I had to read help to solve simple questions. Well, the old-school 8-bit graphics - not everyone likes it.",0
"When I saw that Dark Theme was premium only I stopped and uninstalled immediately. Frankly I was insulted. Are you hoping to squint me into submission? If I can't try your app comfortably then why bother? There are identical apps (I'm exploring now) that you're competing with, so think about making the app comfortable to use for free with restrictions I would pay to lift. It's like... youtube giving volume control only to premium members or test driving a new car without getting to use A/C.",0
"i like how its organized and how many choices and the customization. but, i set alarms and keep in mind, i have all permissions on, and it didnt go on my screen, so i missed a very important meeting.",0
"Would be nice if you could import tasks from other applications, but not only is that a problem, but importing from a previous version of Tasks is impossible too? Nevermind. I'll just stick to what I got.",0
Clicking on the widget doesn't open the app anymore :( :(,0
"Seems like it could be very helpful. Getting very frustrated with it always opening on monthly view even though I have weekly view selected in settings. Even tried switching it, but no matter what opens on monthly",0
"Not a stand alone app. Must use calendar on mobile, my pout was to use it on its own.",0
EDIT: Even just an option for the horizontal interface would be great! Thank you for taking my review into consideration! Please please please! Bring back the old horizontal interface. Or at least have an option for it. I used to absolutely love this app and would have rated it 5 stars anyday. But now I find it quite useless.. I understand how it could work for some people but it's definitely not working for everyone (as I've seen in other reviews).,0
"Looks great, alarms don't work. The notifications just don't work on my Motorola G7 plus running Android 9.",0
It's not Wunderlist. Took a good app and ruined it. Just opened it up (July 2020) no sync. Try later. Huh? Microsoft garbage?,0
No habits library,0
Was working fine before. . But it's not working now..not registering my events,0
Tried to put in my first event and it failed to log it. I uninstalled it same day.,0
otherwise the app is good but i bought the full version and did i exepet to get customization fratures atleast give to feature to mark different sectors with different colours... very disappointed ... you guys should consider making the user interface less complicated...,0
I HAVE THREE THINGS.. That's it 3 everyday Can't find a way You would think Microsoft would have an easy way for a user to get that into everyday. Some trick or easy way .. Nope So I looked for support and what I found was frequently asked questions that's it.. which were not helpful at all...THEN at the bottom of this it asked whether it's considerate of my time and does IT TIME stamping as if that was important you people are SO off the MARK. I,0
Confusing and clunky.,0
The app no longer reminds me of tasks and keeps bringing up ones marked complete.,0
This app doesn't work the way we won't. It doesn't notify after even permitting it.,0
Works well but free version only gives you three total lists,0
"I do not have much to say in regards to the app itself. It seems to function fine, but it was not the calendar app that I needed. The reason I am giving it 1 star is because I canceled my subscription and account within the seven day free trial and still got charged the yearly rate. The problem has been reported to the company. I will keep this review updated with any action from Any.Do. UPDATE: The gist of the problem is this. Any.do makes it very difficult to find out how to cancel the sub.",0
"Used to be good until last update, now I can't login to see any of my tasks, appointments, or notes.                                            Edit: Now works since newest update, but I have lost all previous tasks and notes. Very disappointed.",0
Great task app BUT it will auto reformat your typing and you can't stop it - this is a huge problem.,0
EDIT: Even just an option for the horizontal interface would be great! Thank you for taking my review into consideration! Please please please! Bring back the old horizontal interface. Or at least have an option for it. I used to absolutely love this app and would have rated it 5 stars anyday. But now I find it quite useless.. I understand how it could work for some people but it's definitely not working for everyone (as I've seen in other reviews).,0
When I close forest from resent apps then I can use all apps even I on deep focus mode. Pls fix this problem.,0
Please fixed it. Why i can't login my passcode. Damnly. Alot of doc i ve save inside,0
"I unistalled just for the costumer service. I was ready and willing to give the app a shot. But given the cruel, uncaring, and sarcastic responses to others who were unpleased with how the app works I will be uninstalling imediately.",0
Error issues are so much,0
Very buggy first few times that I've used the app. Repeatedly having to close and reopen it for it to properly work.,0
I'm sure the dev is well intended. Just no for me. UX is terrible.,0
"Don't install this app.This is forgery. I've used this app for more than 2 years when I changed my mobile phone I couldn't login when I logged in it says ""this email account is not in our database"" I have the mail to prove that I had had the account in the App.I mailed the company 4-5 times but there's no reply. 2 years of my habit data is lost.",0
"App loding ke baad peese maang raha hai, pahle bataaye , data kyo kharaab karwaya",0
"I really want to subscribe for premium, but the purchase options are not available, tried alternative option. It's showing unavailable.",0
Why so expensive? Microsoft Task or reminder offer most of the features that this app has. Could you please decrease the price a little bit? Or give me some discount? Atleast for the first Year?,0
Widget out of memory,0
"I should be able to use the app when offline, and the app should sync the changes whenever connected to the internet. It shouldn't force me to connect with the internet for ticking a checkbox!",0
"Not competent at scheduling. Recurring tasks are automatically ""completed"" if not checked by the scheduled time. There is no way to know if you missed it. The interface is pleasant though.",0
Have to pay $4/mo if you want the reminders to work. I have ADD. The reminders are the #1 thing I need in a to-do list!,0
"rly love the design, but way too scattered. (for me)",0
"💩👎💩👎💩👎💩 👻☠️ IMPOSSIBLE TO DELETE LIST, OR SUB LISTS (TABS)!!! ☠️👻 REGRET v2.0 UPGRADE!! 👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎",0
"Don't receive any notifications, alarms",0
Costs money to make pixels darker,0
I dont wanna log in with stupid micro acc,0
"The company has removed the feature that elevated the tool from others completely unannounced. Without it it's just a list tool with inconvenient UX, limited possibilities of organizing your tasks, absolutely useless and badly calculated karma and overpriced premium. Would not recommend to anybody - there are tons of better tools.",0
"Widget freezes, app does not sync. I had a galaxy S7 edge and just got an S10+. App fails with both phones. Regret spending money on this.",0
"Latest update is rubbish, widgets don't work - not productive because I cannot see my to-do list.",0
Wondeerful Wunderlist app closed down by the corporate US. Sad times.,0
"It is not syncing properly between my husband and I. In fact, it won't sync at all. It did in the beginning and now it just won't. Really miss wunderlist! It was simple, easy to use and it WORKED!",0
Reminders are behind a paywall,0
so far the app is great. would get 5 stars if it had a tabbing feature where you can side over to each task name instead of having to go to the menu button to switch.,0
"Pro version doesn't work correctly. I have more than one google account. 
App keeps ignoring account used for purchase and using other account. I 
have to delete gmail accounts for the app to recognize the account used for 
purchase and if I try to add the deleted accounts back the app starts to 
ignore the account used for purchase.",0
"I've had this app for years, even upgraded it to the premium version. Loved it.. then as the developers started updating, I started having many issues. Each time i used the app it would show in the premium or free version; it was inconsistent. I wrote the customer service for assistance and I didn't get any help. So i lived with it. Most recently, I started receiving ads after every entry; Not okay!! I sent another email 2 wks ago which they have not responded to; which is why I'm here. Help!",0
"I liked this app, even paid for it, but uninstalled it today due to weird behavior. I see two other reviews here with a similar problem. The app will periodically launch itself, but it's just a black screen, and it creates a copy of my home screen - looks the same but frozen until I hit the close button, then the copy scrolls away and I can again use my phone. Just odd.",0
"Used to be a great app though the most recent update has made the widget unusable. Too small to see and there is no way to change the size, you also can no longer select multiple tasks, or pop out the widget to see multiple days. I requested to go back to the previous version, but didn't get much response so now I'm looking for a replacement.",0
It stop working and I try to reinstall it but same problem,0
Repeated to do list do not appear on My day. I missed few. That option should have been there,0
"I used to like, even love this app. It was great. Now though, every time I add an event on my calendar an ad comes up and stays there until it is finished. It's awful! So far the ads have not been inappropriate, just annoying. I don't think that going to the pro version would fix this. I don't even know how to find the pro version to purchase as it doesn't show up in the play store. Super frustrating. I don't want to find another app. I just want this one to work without the silly ads.",0
Bring back Wunderlist! I was using this to coordinate to-dos and such with my girlfriend after having used Wunderlist for months. The lists refuse to sync up properly. We constantly have two different lists going on. Very disappointing.,0
This app is absolutely nice app but problem with this app is it shows app stopped after some use and this happened every time with this app only don't know why ?,0
the current day shows events for the next day and seemingly no option to change it. very annoying.,0
I have an error that makes me unable to sync due to a connection error though clearly I am connected to the internet. I am a premium user. The app is great but please help me with my problem. I'm tired of taking screenshots of all my pages every week as my remedy for the sync error.,0
"U should work on the phones like oppo and others so that customer don't 
find problem",0
Cannot get it to work on my Huawei P20. I have tried 3 times and cannot get it to sign in. It looks like it works fine on my iPad because I can sign up and get in but on my phone I am unable to do either. I needed something that I could use on both devices but am unable to get into in ob my phone,0
"Really beautiful and great idea. It is unfortunate for anyone who doesn't buy into all things Google and don't use Google Callander. In this day, building your app to only one service is not a good idea unless it's for the iPhone. Now if I could get my work calendar on this app, wow, what a great way to visualize your day. Just playing with the demo showed me the power of this style.",0
"Dear developers, thank you for deleting all my reminders after updating the app! It was not pleasant at all, believe me!",0
"Nice interface and it syncs across my devices. However the widget constantly crashes on both, P30 Pro, Oneplus 7T Pro.",0
"Almost what i need, except there's no option to set a start & end time with reminder for the start. So it's useless (for me).",0
Have have to make an account in order to use this app. There is no way around it.,0
"2018-11-19 -it seems useful, but it crashes on my phone 3 - 15 times a day. 2019-04-13 - No update, this app would be great if it didn't crash just about every time I go to my home screen from *anywhere*. Also there have been no update, and no responses to the roughly 75 - 100 error logs that I have submitted. I paid $5.00 (US) for a ""life time subscription"" to the premium version. DO NOT SPEND YOUR MONEY !!!!!!",0
Does not show reminders,0
"Liked the prioritization by dragging and the highlighting, but there does not seem to be a way to create recurring tasks. That's a deal -breaker for me. I'm uninstalling",0
Couldn't get past registration/login. I've never used the app before but when I tried to make an account it said that my email has been taken and when I went to login it just kept loading forever.,0
After a week my tasks never showed up. Completely stopped working 👍,0
"A few months ago it started to fail to sync with my employer Exchange server. I used to make it work manually, but now it doesn't work even if I ""sync now"".",0
Nothing special. just a calendar app. not worth the time it takes to set up. clunky at best. poor layout. minimal instructions. not intuitive to use,0
"Updates have shifted to taking *away* features. You can no longer format text in sections and project names, as someone at Todoist decided that was ""simpler."" I'm 90% done switching to Notion and don't regret it one bit.",0
Uninstalled within 10 minutes of confusion. What to set where. Not user friendly. Not able to set routines daily programmes. Very confusing settings.,0
This is by far the best To-Do app. I gave it 2 stars because it enforces us to use Microsoft Account for sharing the lists.,0
It is very awkward cauz you need to give it a proper plan,0
"App broken, don't bother. Like many many other reviewers, this app is totally broken and defunct on Android devices and specifically Galaxy S10 / Note 10 devices. It seems the developer response to all of those reviews is ""please report a bug"" but this has now been an issue for months that they haven't looked into fixing despite dozens of notifications from users that their app is broken. I have instead now downloaded an app by another developer which actually works. I will not be back.",0
"muito limitador pra quem não paga pra usa, e nem é tão vom assim.",0
used it awhile ago and recently installed on my new phone. as soon as it opened it was clear i would not be able to use it. several things where off (like trying to put pictures in an office doc) worse still when i try to add many options are cut off by some form of white box that sits in the way. unfortunately dailies are one of the missing options and a huge part of how i personally used the app.,0
"Desktop and web version is slow, awkward, and useless. App for phone is good. As soon as I have time, I will switch to something else. Makes me miss Wunderlist",0
Suddenly it stopped working and it really disappointed me ... i was not able to take it anymore... after planting 13 trees on a single day I'm so sad that all my coin collection got lost...,0
Anything beyond keeping a simple list (including reminders) is paid,0
"2019/10/24 - revised from 5 to 1 star. App is dead. All my data gone. Never again trust an app you cannot export and organize your data, and to a universal format. Avoid as others said recently.",0
The one thing that made this app better than the others was that it was ad free. Uninstalling.,0
"This is just a re-skinned Samsung calendar, don't waste your time",0
"Calendar is a premium feature, making this pointless without a subscription.",0
It would be better if there are more options for customising the avatar and theme which is in purple. You will need to spend money for a decent background. The avatar is pixelated and doesn't look good. Getting a bit bored of it now.,0
"I don't use the free version, I like to pay for software that deserves it. I tapped on the app today and had an interstitial ad. Do not do this again for a business app.",0
Recurring reminders feature is not available. Let's say I want to do a particular task every day and want to have a reminder daily. I tried for it using this app but it does not work.,0
"Seems OK. It was not made obvious that you have to pay to get unlimited habits, so was a waste of my time.",0
Really disappointed with the full screen adverts now taking over this otherwise great app. Will be uninstalling and choosing another alternative app (there are plenty) big mistake by the developer!,0
"Need to about to change the Events colors thank you, other setting has the color plate to select, why is the Events that controlling the whloe widget background but only having 16 colors? And it doesn't shows the color that I chosen... they are not the same color, the magenta shows up light purple... not matching with my phone setting... and my widgets, and I hope there has a setting that can one click and the whole app color hue would be the color I like or choose, I don't like blue.",0
"It sorely needs and UNDO (& backup/restore/revert) feature in case we accidentally touch/swipe a circle/bullet which then gets unintentionally deleted immediately (which I find incredibly frustrating). (It also needs a flexible feature to import & export other common text/data formats like CSV, XML, events to & from calendar… not just copy reminders to tasks) If Google fixes all that then I'd give it 5-stars!",0
First I liked the free version but after a while it got annoying with all the advertisements,0
😶😶😶😶,0
"It's the worst app ever, doesn't give any reminder doesn't work ..... Just a waste of time!!!!! 👎👎👎👎",0
I don't really liked it much . Waste of intenet.,0
"Bare Bones. Integrations are a lie. You have to use a third party app to make it work and Zapier is garbage. Grocery list is kind of cool. Calendar has that annoying Apple style slide that hides evens and is impossible to read instead of traditional blocks. Support button is for bug fixes only, so premium support is also a lie.",0
"Poor widget options, which is what I needed most. Very space inefficient and not customizable at all. Disappointing. Todoist had the most compact and useful widget, followed by Microsoft ToDo.",0
Nic,0
"bought premium version, didn't get upgrade, sent proof of payment, still no response. not good",0
At first I liked that I could choose to see or hide the done tasks and even the done tasks were on alphabetic order. I use this app also as a grocery list. So every time I want to add the done tasks I have to go throw everything. Why can't you have the done tasks in alphabetic order as well. Or that we could choose between this interface and the previous one ourselves. The way it is now (chaotic) it is very user unfriendly and time consuming.,0
"Hey todoist! Why are you todoing this to me!? First you put these silly little checkmarks on my tasks that are 100% in my way (leftys are people too). I keep unintentionally deleting tasks and having to dig through my completed items to restore them. That's annoying! Now this latest update, you've taken away subgroups? Subgroups are part of the entire project. Having an overall view of all subs within a group is convenient. Having to flip from sub to sub is illogical. I just don't get it!",0
Very buggy and doesn't always show whole pages or lists.,0
Completely broken for synch. Wunderlist actually worked. This is a disaster.,0
"I agree with a previous user that recent updates are making the app worse. I've used this app for several years and loved that my to-do list syncs across devices, but recent changes (specifically, deleting completed tasks instead of leaving them visible/able to be restored, despite modifying settings) make this app basically useless for my purposes. I'm disappointed that I need to find a new app after so long using this one.",0
It disturbs when they send unnecessary e-mails,0
"I had thought this was wonderful. Not perfect, but definitely 4 1/2 stars. Recently, it's begun messing with my Samsung Galaxy Note 8 System UI, that must be force closed in order to move on. I've turned notifications off, which defeats most of the purpose, but am still using the app. If I'm able to determine that it wasn't this app, I'll update my review.",0
I tried buying gems but it doesn't look like I got the gems.... But my balance in the Google pay thing has gone down. Last time I throw away money on this app. Update: the gems showed up the following day. Not sure if that's because I emailed them about it or just it took several hours to go through.,0
Twice lost all data b/c wouldn't sync. Had over a year of data. Had premium and still didn't make a difference. Moving on. Just done. So upset!,0
"App is very good for what it is, but the sync feature stopped working for me. The FAQ says it's due to a rooted phone but this happened twice on non-rooted phones. HabitBull offers no support to fix. 2 stars bec it works standalone, but if you need syncing know there's a risk of permanent failure.",0
uninstalled once i realized there are ads and it wipes your current Google calendar.,0
"Getting annoying, reminder keep jumping out although the task is set one month later. Start Looking for alternatives",0
Got a new tablet which sync my notes fine after I uninstalled and signed back in. My new phone won't sync. On the app for my phone there is no place to sign out! Frustrating,0
Crashes at start.,0
App keeps crashing,0
The app was last updated on 2018. Looks like the devs abandoned it. I've been having trouble with reminders (a key feature of the app) but haven't heard back from the devs. :/,0
"I really like this app. Enough to purchase the premium a few years back, but the app didn't update to premium for me, and there was no response when I contacted the support. Seems like I'm not alone in this experience. Don't put your trust in the developers!",0
"Not very easy to use. You can figure it out after you play with it long enough, but over all, not very intuitive.",0
It says you are downloading the pro version which is a complete lie.,0
Amazingly useful app with horrible glitches every week when all checked tasks become undone and overdue and default calendar changed by itself.,0
