Requirement Index,Requirement,Token,Head,Dependency Label,POS,Head POS
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",add,able,xcomp,VERB,ADJ
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",their,experience,poss,PRON,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",own,experience,amod,ADJ,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",experience,add,dobj,NOUN,VERB
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",",",add,punct,PUNCT,VERB
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",with,add,prep,ADP,VERB
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",location,with,pobj,NOUN,ADP
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",",",location,punct,PUNCT,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",perceived,range,amod,VERB,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",price,range,compound,NOUN,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",range,location,conj,NOUN,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",",",range,punct,PUNCT,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",pictures,range,conj,NOUN,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",and,pictures,cc,CCONJ,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",text,pictures,conj,NOUN,NOUN
9,"The user should be able to add their own experience, with location, perceived price range, pictures and text.",.,be,punct,PUNCT,AUX
10,The user should be able to create and save multiple itineraries to their user profile.,The,user,det,DET,NOUN
10,The user should be able to create and save multiple itineraries to their user profile.,user,be,nsubj,NOUN,AUX
10,The user should be able to create and save multiple itineraries to their user profile.,should,be,aux,AUX,AUX
10,The user should be able to create and save multiple itineraries to their user profile.,be,be,ROOT,AUX,AUX
10,The user should be able to create and save multiple itineraries to their user profile.,able,be,acomp,ADJ,AUX
10,The user should be able to create and save multiple itineraries to their user profile.,to,create,aux,PART,VERB
10,The user should be able to create and save multiple itineraries to their user profile.,create,able,xcomp,VERB,ADJ
10,The user should be able to create and save multiple itineraries to their user profile.,and,create,cc,CCONJ,VERB
10,The user should be able to create and save multiple itineraries to their user profile.,save,create,conj,VERB,VERB
10,The user should be able to create and save multiple itineraries to their user profile.,multiple,itineraries,amod,ADJ,NOUN
10,The user should be able to create and save multiple itineraries to their user profile.,itineraries,save,dobj,NOUN,VERB
10,The user should be able to create and save multiple itineraries to their user profile.,to,save,prep,ADP,VERB
10,The user should be able to create and save multiple itineraries to their user profile.,their,profile,poss,PRON,NOUN
10,The user should be able to create and save multiple itineraries to their user profile.,user,profile,compound,NOUN,NOUN
10,The user should be able to create and save multiple itineraries to their user profile.,profile,to,pobj,NOUN,ADP
10,The user should be able to create and save multiple itineraries to their user profile.,.,be,punct,PUNCT,AUX
11,The user should be able to access a overview of all their itineraries.,The,user,det,DET,NOUN
11,The user should be able to access a overview of all their itineraries.,user,be,nsubj,NOUN,AUX
11,The user should be able to access a overview of all their itineraries.,should,be,aux,AUX,AUX
11,The user should be able to access a overview of all their itineraries.,be,be,ROOT,AUX,AUX
11,The user should be able to access a overview of all their itineraries.,able,be,acomp,ADJ,AUX
11,The user should be able to access a overview of all their itineraries.,to,access,aux,PART,VERB
11,The user should be able to access a overview of all their itineraries.,access,able,xcomp,VERB,ADJ
11,The user should be able to access a overview of all their itineraries.,a,overview,det,DET,NOUN
11,The user should be able to access a overview of all their itineraries.,overview,access,dobj,NOUN,VERB
11,The user should be able to access a overview of all their itineraries.,of,overview,prep,ADP,NOUN
11,The user should be able to access a overview of all their itineraries.,all,itineraries,predet,DET,NOUN
11,The user should be able to access a overview of all their itineraries.,their,itineraries,poss,PRON,NOUN
11,The user should be able to access a overview of all their itineraries.,itineraries,of,pobj,NOUN,ADP
11,The user should be able to access a overview of all their itineraries.,.,be,punct,PUNCT,AUX
12,The system shall display all the products that can be configured.,The,system,det,DET,NOUN
12,The system shall display all the products that can be configured.,system,display,nsubj,NOUN,VERB
12,The system shall display all the products that can be configured.,shall,display,aux,AUX,VERB
12,The system shall display all the products that can be configured.,display,display,ROOT,VERB,VERB
12,The system shall display all the products that can be configured.,all,products,predet,DET,NOUN
12,The system shall display all the products that can be configured.,the,products,det,DET,NOUN
12,The system shall display all the products that can be configured.,products,display,dobj,NOUN,VERB
12,The system shall display all the products that can be configured.,that,configured,nsubjpass,PRON,VERB
12,The system shall display all the products that can be configured.,can,configured,aux,AUX,VERB
12,The system shall display all the products that can be configured.,be,configured,auxpass,AUX,VERB
12,The system shall display all the products that can be configured.,configured,products,relcl,VERB,NOUN
12,The system shall display all the products that can be configured.,.,display,punct,PUNCT,VERB
13,The system shall allow user to select the product to configure.,The,system,det,DET,NOUN
13,The system shall allow user to select the product to configure.,system,allow,nsubj,NOUN,VERB
13,The system shall allow user to select the product to configure.,shall,allow,aux,AUX,VERB
13,The system shall allow user to select the product to configure.,allow,allow,ROOT,VERB,VERB
13,The system shall allow user to select the product to configure.,user,select,nsubj,NOUN,VERB
13,The system shall allow user to select the product to configure.,to,select,aux,PART,VERB
13,The system shall allow user to select the product to configure.,select,allow,ccomp,VERB,VERB
13,The system shall allow user to select the product to configure.,the,product,det,DET,NOUN
13,The system shall allow user to select the product to configure.,product,select,dobj,NOUN,VERB
13,The system shall allow user to select the product to configure.,to,select,prep,ADP,VERB
13,The system shall allow user to select the product to configure.,configure,to,pobj,NOUN,ADP
13,The system shall allow user to select the product to configure.,.,allow,punct,PUNCT,VERB
14,The system shall display all the available components of the product to configure.,The,system,det,DET,NOUN
14,The system shall display all the available components of the product to configure.,system,display,nsubj,NOUN,VERB
14,The system shall display all the available components of the product to configure.,shall,display,aux,AUX,VERB
14,The system shall display all the available components of the product to configure.,display,display,ROOT,VERB,VERB
14,The system shall display all the available components of the product to configure.,all,components,predet,DET,NOUN
14,The system shall display all the available components of the product to configure.,the,components,det,DET,NOUN
14,The system shall display all the available components of the product to configure.,available,components,amod,ADJ,NOUN
14,The system shall display all the available components of the product to configure.,components,display,dobj,NOUN,VERB
14,The system shall display all the available components of the product to configure.,of,components,prep,ADP,NOUN
14,The system shall display all the available components of the product to configure.,the,product,det,DET,NOUN
14,The system shall display all the available components of the product to configure.,product,of,pobj,NOUN,ADP
14,The system shall display all the available components of the product to configure.,to,display,prep,ADP,VERB
14,The system shall display all the available components of the product to configure.,configure,to,pobj,NOUN,ADP
14,The system shall display all the available components of the product to configure.,.,display,punct,PUNCT,VERB
15,The system shall enable user to add one or more component to the configuration.,The,system,det,DET,NOUN
15,The system shall enable user to add one or more component to the configuration.,system,enable,nsubj,NOUN,VERB
15,The system shall enable user to add one or more component to the configuration.,shall,enable,aux,AUX,VERB
15,The system shall enable user to add one or more component to the configuration.,enable,enable,ROOT,VERB,VERB
15,The system shall enable user to add one or more component to the configuration.,user,enable,dobj,NOUN,VERB
15,The system shall enable user to add one or more component to the configuration.,to,add,aux,PART,VERB
15,The system shall enable user to add one or more component to the configuration.,add,enable,xcomp,VERB,VERB
15,The system shall enable user to add one or more component to the configuration.,one,component,nummod,NUM,NOUN
15,The system shall enable user to add one or more component to the configuration.,or,one,cc,CCONJ,NUM
15,The system shall enable user to add one or more component to the configuration.,more,one,conj,ADJ,NUM
15,The system shall enable user to add one or more component to the configuration.,component,add,dobj,NOUN,VERB
15,The system shall enable user to add one or more component to the configuration.,to,component,prep,ADP,NOUN
15,The system shall enable user to add one or more component to the configuration.,the,configuration,det,DET,NOUN
15,The system shall enable user to add one or more component to the configuration.,configuration,to,pobj,NOUN,ADP
15,The system shall enable user to add one or more component to the configuration.,.,enable,punct,PUNCT,VERB
16,The system shall notify the user about any conflict in the current configuration.,The,system,det,DET,NOUN
16,The system shall notify the user about any conflict in the current configuration.,system,notify,nsubj,NOUN,VERB
16,The system shall notify the user about any conflict in the current configuration.,shall,notify,aux,AUX,VERB
16,The system shall notify the user about any conflict in the current configuration.,notify,notify,ROOT,VERB,VERB
16,The system shall notify the user about any conflict in the current configuration.,the,user,det,DET,NOUN
16,The system shall notify the user about any conflict in the current configuration.,user,notify,dobj,NOUN,VERB
16,The system shall notify the user about any conflict in the current configuration.,about,user,prep,ADP,NOUN
16,The system shall notify the user about any conflict in the current configuration.,any,conflict,det,DET,NOUN
16,The system shall notify the user about any conflict in the current configuration.,conflict,about,pobj,NOUN,ADP
16,The system shall notify the user about any conflict in the current configuration.,in,conflict,prep,ADP,NOUN
16,The system shall notify the user about any conflict in the current configuration.,the,configuration,det,DET,NOUN
16,The system shall notify the user about any conflict in the current configuration.,current,configuration,amod,ADJ,NOUN
16,The system shall notify the user about any conflict in the current configuration.,configuration,in,pobj,NOUN,ADP
16,The system shall notify the user about any conflict in the current configuration.,.,notify,punct,PUNCT,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,The,system,det,DET,NOUN
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,system,allow,nsubj,NOUN,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,shall,allow,aux,AUX,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,allow,allow,ROOT,VERB,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,user,update,nsubj,NOUN,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,to,update,aux,PART,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,update,allow,ccomp,VERB,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,the,configuration,det,DET,NOUN
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,configuration,update,dobj,NOUN,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,to,resolve,aux,PART,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,resolve,update,advcl,VERB,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,conflict,resolve,dobj,NOUN,VERB
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,in,conflict,prep,ADP,NOUN
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,the,configuration,det,DET,NOUN
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,current,configuration,amod,ADJ,NOUN
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,configuration,in,pobj,NOUN,ADP
17,The system shall allow user to update the configuration to resolve conflict in the current configuration.,.,allow,punct,PUNCT,VERB
18,The system shall allow user to confirm the completion of current configuration.,The,system,det,DET,NOUN
18,The system shall allow user to confirm the completion of current configuration.,system,allow,nsubj,NOUN,VERB
18,The system shall allow user to confirm the completion of current configuration.,shall,allow,aux,AUX,VERB
18,The system shall allow user to confirm the completion of current configuration.,allow,allow,ROOT,VERB,VERB
18,The system shall allow user to confirm the completion of current configuration.,user,confirm,nsubj,NOUN,VERB
18,The system shall allow user to confirm the completion of current configuration.,to,confirm,aux,PART,VERB
18,The system shall allow user to confirm the completion of current configuration.,confirm,allow,ccomp,VERB,VERB
18,The system shall allow user to confirm the completion of current configuration.,the,completion,det,DET,NOUN
18,The system shall allow user to confirm the completion of current configuration.,completion,confirm,dobj,NOUN,VERB
18,The system shall allow user to confirm the completion of current configuration.,of,completion,prep,ADP,NOUN
18,The system shall allow user to confirm the completion of current configuration.,current,configuration,amod,ADJ,NOUN
18,The system shall allow user to confirm the completion of current configuration.,configuration,of,pobj,NOUN,ADP
18,The system shall allow user to confirm the completion of current configuration.,.,allow,punct,PUNCT,VERB
19,The system shall display detailed information of the selected products.,The,system,det,DET,NOUN
19,The system shall display detailed information of the selected products.,system,display,nsubj,NOUN,VERB
19,The system shall display detailed information of the selected products.,shall,display,aux,AUX,VERB
19,The system shall display detailed information of the selected products.,display,display,ROOT,VERB,VERB
19,The system shall display detailed information of the selected products.,detailed,information,amod,ADJ,NOUN
19,The system shall display detailed information of the selected products.,information,display,dobj,NOUN,VERB
19,The system shall display detailed information of the selected products.,of,information,prep,ADP,NOUN
19,The system shall display detailed information of the selected products.,the,products,det,DET,NOUN
19,The system shall display detailed information of the selected products.,selected,products,amod,VERB,NOUN
19,The system shall display detailed information of the selected products.,products,of,pobj,NOUN,ADP
19,The system shall display detailed information of the selected products.,.,display,punct,PUNCT,VERB
20,The system shall provide browsing options to see product details.,The,system,det,DET,NOUN
20,The system shall provide browsing options to see product details.,system,provide,nsubj,NOUN,VERB
20,The system shall provide browsing options to see product details.,shall,provide,aux,AUX,VERB
20,The system shall provide browsing options to see product details.,provide,provide,ROOT,VERB,VERB
20,The system shall provide browsing options to see product details.,browsing,options,amod,VERB,NOUN
20,The system shall provide browsing options to see product details.,options,provide,dobj,NOUN,VERB
20,The system shall provide browsing options to see product details.,to,see,aux,PART,VERB
20,The system shall provide browsing options to see product details.,see,provide,advcl,VERB,VERB
20,The system shall provide browsing options to see product details.,product,details,compound,NOUN,NOUN
20,The system shall provide browsing options to see product details.,details,see,dobj,NOUN,VERB
20,The system shall provide browsing options to see product details.,.,provide,punct,PUNCT,VERB
21,The system shall display detailed product categorization to the user.,The,system,det,DET,NOUN
21,The system shall display detailed product categorization to the user.,system,display,nsubj,NOUN,VERB
21,The system shall display detailed product categorization to the user.,shall,display,aux,AUX,VERB
21,The system shall display detailed product categorization to the user.,display,display,ROOT,VERB,VERB
21,The system shall display detailed product categorization to the user.,detailed,categorization,amod,ADJ,NOUN
21,The system shall display detailed product categorization to the user.,product,categorization,compound,NOUN,NOUN
21,The system shall display detailed product categorization to the user.,categorization,display,dobj,NOUN,VERB
21,The system shall display detailed product categorization to the user.,to,display,prep,ADP,VERB
21,The system shall display detailed product categorization to the user.,the,user,det,DET,NOUN
21,The system shall display detailed product categorization to the user.,user,to,pobj,NOUN,ADP
21,The system shall display detailed product categorization to the user.,.,display,punct,PUNCT,VERB
22,The system shall enable user to enter the search text on the screen.,The,system,det,DET,NOUN
22,The system shall enable user to enter the search text on the screen.,system,enable,nsubj,NOUN,VERB
22,The system shall enable user to enter the search text on the screen.,shall,enable,aux,AUX,VERB
22,The system shall enable user to enter the search text on the screen.,enable,enable,ROOT,VERB,VERB
22,The system shall enable user to enter the search text on the screen.,user,enable,dobj,NOUN,VERB
22,The system shall enable user to enter the search text on the screen.,to,enter,aux,PART,VERB
22,The system shall enable user to enter the search text on the screen.,enter,enable,xcomp,VERB,VERB
22,The system shall enable user to enter the search text on the screen.,the,text,det,DET,NOUN
22,The system shall enable user to enter the search text on the screen.,search,text,compound,NOUN,NOUN
22,The system shall enable user to enter the search text on the screen.,text,enter,dobj,NOUN,VERB
22,The system shall enable user to enter the search text on the screen.,on,enter,prep,ADP,VERB
22,The system shall enable user to enter the search text on the screen.,the,screen,det,DET,NOUN
22,The system shall enable user to enter the search text on the screen.,screen,on,pobj,NOUN,ADP
22,The system shall enable user to enter the search text on the screen.,.,enable,punct,PUNCT,VERB
23,The system shall enable user to select multiple options on the screen to search.,The,system,det,DET,NOUN
23,The system shall enable user to select multiple options on the screen to search.,system,enable,nsubj,NOUN,VERB
23,The system shall enable user to select multiple options on the screen to search.,shall,enable,aux,AUX,VERB
23,The system shall enable user to select multiple options on the screen to search.,enable,enable,ROOT,VERB,VERB
23,The system shall enable user to select multiple options on the screen to search.,user,enable,dobj,NOUN,VERB
23,The system shall enable user to select multiple options on the screen to search.,to,select,aux,PART,VERB
23,The system shall enable user to select multiple options on the screen to search.,select,enable,xcomp,VERB,VERB
23,The system shall enable user to select multiple options on the screen to search.,multiple,options,amod,ADJ,NOUN
23,The system shall enable user to select multiple options on the screen to search.,options,select,dobj,NOUN,VERB
23,The system shall enable user to select multiple options on the screen to search.,on,options,prep,ADP,NOUN
23,The system shall enable user to select multiple options on the screen to search.,the,screen,det,DET,NOUN
23,The system shall enable user to select multiple options on the screen to search.,screen,on,pobj,NOUN,ADP
23,The system shall enable user to select multiple options on the screen to search.,to,search,aux,PART,VERB
23,The system shall enable user to select multiple options on the screen to search.,search,options,acl,VERB,NOUN
23,The system shall enable user to select multiple options on the screen to search.,.,enable,punct,PUNCT,VERB
24,The system shall display all the matching products based on the search.,The,system,det,DET,NOUN
24,The system shall display all the matching products based on the search.,system,display,nsubj,NOUN,VERB
24,The system shall display all the matching products based on the search.,shall,display,aux,AUX,VERB
24,The system shall display all the matching products based on the search.,display,display,ROOT,VERB,VERB
24,The system shall display all the matching products based on the search.,all,products,predet,DET,NOUN
24,The system shall display all the matching products based on the search.,the,products,det,DET,NOUN
24,The system shall display all the matching products based on the search.,matching,products,amod,VERB,NOUN
24,The system shall display all the matching products based on the search.,products,display,dobj,NOUN,VERB
24,The system shall display all the matching products based on the search.,based,products,acl,VERB,NOUN
24,The system shall display all the matching products based on the search.,on,based,prep,ADP,VERB
24,The system shall display all the matching products based on the search.,the,search,det,DET,NOUN
24,The system shall display all the matching products based on the search.,search,on,pobj,NOUN,ADP
24,The system shall display all the matching products based on the search.,.,display,punct,PUNCT,VERB
25,The system shall display only 10 matching result on the current screen.,The,system,det,DET,NOUN
25,The system shall display only 10 matching result on the current screen.,system,display,nsubj,NOUN,VERB
25,The system shall display only 10 matching result on the current screen.,shall,display,aux,AUX,VERB
25,The system shall display only 10 matching result on the current screen.,display,display,ROOT,VERB,VERB
25,The system shall display only 10 matching result on the current screen.,only,10,advmod,ADV,NUM
25,The system shall display only 10 matching result on the current screen.,10,result,nummod,NUM,NOUN
25,The system shall display only 10 matching result on the current screen.,matching,result,compound,NOUN,NOUN
25,The system shall display only 10 matching result on the current screen.,result,display,dobj,NOUN,VERB
25,The system shall display only 10 matching result on the current screen.,on,result,prep,ADP,NOUN
25,The system shall display only 10 matching result on the current screen.,the,screen,det,DET,NOUN
25,The system shall display only 10 matching result on the current screen.,current,screen,amod,ADJ,NOUN
25,The system shall display only 10 matching result on the current screen.,screen,on,pobj,NOUN,ADP
25,The system shall display only 10 matching result on the current screen.,.,display,punct,PUNCT,VERB
26,The system shall enable user to navigate between the search results.,The,system,det,DET,NOUN
26,The system shall enable user to navigate between the search results.,system,enable,nsubj,NOUN,VERB
26,The system shall enable user to navigate between the search results.,shall,enable,aux,AUX,VERB
26,The system shall enable user to navigate between the search results.,enable,enable,ROOT,VERB,VERB
26,The system shall enable user to navigate between the search results.,user,enable,dobj,NOUN,VERB
26,The system shall enable user to navigate between the search results.,to,navigate,aux,PART,VERB
26,The system shall enable user to navigate between the search results.,navigate,enable,xcomp,VERB,VERB
26,The system shall enable user to navigate between the search results.,between,navigate,prep,ADP,VERB
26,The system shall enable user to navigate between the search results.,the,results,det,DET,NOUN
26,The system shall enable user to navigate between the search results.,search,results,compound,NOUN,NOUN
26,The system shall enable user to navigate between the search results.,results,between,pobj,NOUN,ADP
26,The system shall enable user to navigate between the search results.,.,enable,punct,PUNCT,VERB
27,The system shall notify the user when no matching product is found on the search.,The,system,det,DET,NOUN
27,The system shall notify the user when no matching product is found on the search.,system,notify,nsubj,NOUN,VERB
27,The system shall notify the user when no matching product is found on the search.,shall,notify,aux,AUX,VERB
27,The system shall notify the user when no matching product is found on the search.,notify,notify,ROOT,VERB,VERB
27,The system shall notify the user when no matching product is found on the search.,the,user,det,DET,NOUN
27,The system shall notify the user when no matching product is found on the search.,user,notify,dobj,NOUN,VERB
27,The system shall notify the user when no matching product is found on the search.,when,found,advmod,SCONJ,VERB
27,The system shall notify the user when no matching product is found on the search.,no,product,det,DET,NOUN
27,The system shall notify the user when no matching product is found on the search.,matching,product,compound,NOUN,NOUN
27,The system shall notify the user when no matching product is found on the search.,product,found,nsubjpass,NOUN,VERB
27,The system shall notify the user when no matching product is found on the search.,is,found,auxpass,AUX,VERB
27,The system shall notify the user when no matching product is found on the search.,found,notify,advcl,VERB,VERB
27,The system shall notify the user when no matching product is found on the search.,on,found,prep,ADP,VERB
27,The system shall notify the user when no matching product is found on the search.,the,search,det,DET,NOUN
27,The system shall notify the user when no matching product is found on the search.,search,on,pobj,NOUN,ADP
27,The system shall notify the user when no matching product is found on the search.,.,notify,punct,PUNCT,VERB
28,The system shall allow user to create profile and set his credential.,The,system,det,DET,NOUN
28,The system shall allow user to create profile and set his credential.,system,allow,nsubj,NOUN,VERB
28,The system shall allow user to create profile and set his credential.,shall,allow,aux,AUX,VERB
28,The system shall allow user to create profile and set his credential.,allow,allow,ROOT,VERB,VERB
28,The system shall allow user to create profile and set his credential.,user,create,nsubj,NOUN,VERB
28,The system shall allow user to create profile and set his credential.,to,create,aux,PART,VERB
28,The system shall allow user to create profile and set his credential.,create,allow,ccomp,VERB,VERB
28,The system shall allow user to create profile and set his credential.,profile,create,dobj,NOUN,VERB
28,The system shall allow user to create profile and set his credential.,and,create,cc,CCONJ,VERB
28,The system shall allow user to create profile and set his credential.,set,create,conj,VERB,VERB
28,The system shall allow user to create profile and set his credential.,his,credential,poss,PRON,NOUN
28,The system shall allow user to create profile and set his credential.,credential,set,dobj,NOUN,VERB
28,The system shall allow user to create profile and set his credential.,.,allow,punct,PUNCT,VERB
29,The system shall authenticate user credentials to view the profile.,The,system,det,DET,NOUN
29,The system shall authenticate user credentials to view the profile.,system,authenticate,nsubj,NOUN,VERB
29,The system shall authenticate user credentials to view the profile.,shall,authenticate,aux,AUX,VERB
29,The system shall authenticate user credentials to view the profile.,authenticate,authenticate,ROOT,VERB,VERB
29,The system shall authenticate user credentials to view the profile.,user,credentials,compound,NOUN,NOUN
29,The system shall authenticate user credentials to view the profile.,credentials,authenticate,dobj,NOUN,VERB
29,The system shall authenticate user credentials to view the profile.,to,view,aux,PART,VERB
29,The system shall authenticate user credentials to view the profile.,view,authenticate,advcl,VERB,VERB
29,The system shall authenticate user credentials to view the profile.,the,profile,det,DET,NOUN
29,The system shall authenticate user credentials to view the profile.,profile,view,dobj,NOUN,VERB
29,The system shall authenticate user credentials to view the profile.,.,authenticate,punct,PUNCT,VERB
30,The system shall allow user to update the profile information.,The,system,det,DET,NOUN
30,The system shall allow user to update the profile information.,system,allow,nsubj,NOUN,VERB
30,The system shall allow user to update the profile information.,shall,allow,aux,AUX,VERB
30,The system shall allow user to update the profile information.,allow,allow,ROOT,VERB,VERB
30,The system shall allow user to update the profile information.,user,update,nsubj,NOUN,VERB
30,The system shall allow user to update the profile information.,to,update,aux,PART,VERB
30,The system shall allow user to update the profile information.,update,allow,ccomp,VERB,VERB
30,The system shall allow user to update the profile information.,the,information,det,DET,NOUN
30,The system shall allow user to update the profile information.,profile,information,compound,NOUN,NOUN
30,The system shall allow user to update the profile information.,information,update,dobj,NOUN,VERB
30,The system shall allow user to update the profile information.,.,allow,punct,PUNCT,VERB
31,The system shall display both the active and completed order history in the customer profile.,The,system,det,DET,NOUN
31,The system shall display both the active and completed order history in the customer profile.,system,display,nsubj,NOUN,VERB
31,The system shall display both the active and completed order history in the customer profile.,shall,display,aux,AUX,VERB
31,The system shall display both the active and completed order history in the customer profile.,display,display,ROOT,VERB,VERB
31,The system shall display both the active and completed order history in the customer profile.,both,active,preconj,PRON,ADJ
31,The system shall display both the active and completed order history in the customer profile.,the,active,det,DET,ADJ
31,The system shall display both the active and completed order history in the customer profile.,active,display,dobj,ADJ,VERB
31,The system shall display both the active and completed order history in the customer profile.,and,display,cc,CCONJ,VERB
31,The system shall display both the active and completed order history in the customer profile.,completed,display,conj,VERB,VERB
31,The system shall display both the active and completed order history in the customer profile.,order,history,compound,NOUN,NOUN
31,The system shall display both the active and completed order history in the customer profile.,history,completed,dobj,NOUN,VERB
31,The system shall display both the active and completed order history in the customer profile.,in,history,prep,ADP,NOUN
31,The system shall display both the active and completed order history in the customer profile.,the,profile,det,DET,NOUN
31,The system shall display both the active and completed order history in the customer profile.,customer,profile,compound,NOUN,NOUN
31,The system shall display both the active and completed order history in the customer profile.,profile,in,pobj,NOUN,ADP
31,The system shall display both the active and completed order history in the customer profile.,.,display,punct,PUNCT,VERB
32,The system shall allow user to select the order from the order history.,The,system,det,DET,NOUN
32,The system shall allow user to select the order from the order history.,system,allow,nsubj,NOUN,VERB
32,The system shall allow user to select the order from the order history.,shall,allow,aux,AUX,VERB
32,The system shall allow user to select the order from the order history.,allow,allow,ROOT,VERB,VERB
32,The system shall allow user to select the order from the order history.,user,select,nsubj,NOUN,VERB
32,The system shall allow user to select the order from the order history.,to,select,aux,PART,VERB
32,The system shall allow user to select the order from the order history.,select,allow,ccomp,VERB,VERB
32,The system shall allow user to select the order from the order history.,the,order,det,DET,NOUN
32,The system shall allow user to select the order from the order history.,order,select,dobj,NOUN,VERB
32,The system shall allow user to select the order from the order history.,from,order,prep,ADP,NOUN
32,The system shall allow user to select the order from the order history.,the,history,det,DET,NOUN
32,The system shall allow user to select the order from the order history.,order,history,compound,NOUN,NOUN
32,The system shall allow user to select the order from the order history.,history,from,pobj,NOUN,ADP
32,The system shall allow user to select the order from the order history.,.,allow,punct,PUNCT,VERB
33,The system shall display the detailed information about the selected order.,The,system,det,DET,NOUN
33,The system shall display the detailed information about the selected order.,system,display,nsubj,NOUN,VERB
33,The system shall display the detailed information about the selected order.,shall,display,aux,AUX,VERB
33,The system shall display the detailed information about the selected order.,display,display,ROOT,VERB,VERB
33,The system shall display the detailed information about the selected order.,the,information,det,DET,NOUN
33,The system shall display the detailed information about the selected order.,detailed,information,amod,ADJ,NOUN
33,The system shall display the detailed information about the selected order.,information,display,dobj,NOUN,VERB
33,The system shall display the detailed information about the selected order.,about,information,prep,ADP,NOUN
33,The system shall display the detailed information about the selected order.,the,order,det,DET,NOUN
33,The system shall display the detailed information about the selected order.,selected,order,amod,VERB,NOUN
33,The system shall display the detailed information about the selected order.,order,about,pobj,NOUN,ADP
33,The system shall display the detailed information about the selected order.,.,display,punct,PUNCT,VERB
34,The system shall display the most frequently searched items by the user in the profile.,The,system,det,DET,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,system,display,nsubj,NOUN,VERB
34,The system shall display the most frequently searched items by the user in the profile.,shall,display,aux,AUX,VERB
34,The system shall display the most frequently searched items by the user in the profile.,display,display,ROOT,VERB,VERB
34,The system shall display the most frequently searched items by the user in the profile.,the,items,det,DET,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,most,frequently,advmod,ADV,ADV
34,The system shall display the most frequently searched items by the user in the profile.,frequently,searched,advmod,ADV,VERB
34,The system shall display the most frequently searched items by the user in the profile.,searched,items,amod,VERB,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,items,display,dobj,NOUN,VERB
34,The system shall display the most frequently searched items by the user in the profile.,by,items,prep,ADP,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,the,user,det,DET,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,user,by,pobj,NOUN,ADP
34,The system shall display the most frequently searched items by the user in the profile.,in,user,prep,ADP,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,the,profile,det,DET,NOUN
34,The system shall display the most frequently searched items by the user in the profile.,profile,in,pobj,NOUN,ADP
34,The system shall display the most frequently searched items by the user in the profile.,.,display,punct,PUNCT,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,The,system,det,DET,NOUN
35,The system shall allow user to register for newsletters and surveys in the profile.,system,allow,nsubj,NOUN,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,shall,allow,aux,AUX,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,allow,allow,ROOT,VERB,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,user,register,nsubj,NOUN,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,to,register,aux,PART,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,register,allow,ccomp,VERB,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,for,register,prep,ADP,VERB
35,The system shall allow user to register for newsletters and surveys in the profile.,newsletters,for,pobj,NOUN,ADP
